"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"West Nile","GO:0002274","myeloid leukocyte activation","121/6513","247/18986",0.489878542510121,1.42804145679367,4.89295794650341,1.21319967423264e-06,3.49095473828743e-05,2.58804425527389e-05,"BATF2/NMI/CCL5/PLSCR1/TMEM229B/IFI35/STAP1/TNF/ZC3H12A/IL15/PRAM1/BATF3/CXCL8/LYN/SLAMF1/IL6/JAK2/TLR3/LCP2/TLR2/LILRB4/TRAF3IP2/CEBPA/ITGB8/CRLF2/MYD88/MCUB/CD93/ADORA2B/BTK/KARS1/CCL3/CLEC4D/RELB/PRKCE/CALHM2/LAT2/RHOH/IL16/NECTIN2/PSEN1/PTPRC/PTAFR/STXBP1/RASGRP1/PRKCD/TSPAN32/SLC11A1/FCER2/NR4A3/IL18RAP/SYK/DNASE1L3/SPHK1/WNT5A/PLA2G4A/TICAM1/CAMK4/IFNGR2/CD33/CTSC/SYT11/TLR1/IL4R/NOTCH2/ADGRE2/FES/LRRK2/IL18/AZU1/LDLR/BCR/STXBP3/ANXA1/TREM2/TAFA3/FOXF1/AIF1/APP/NR1H3/TNIP2/FGR/DYSF/CCR2/RAC2/LAT/CBL/FN1/TRAF6/CST7/TMEM106A/RBPJ/TRPV1/TLR4/PLPP6/VSIG4/CXCR2/SPACA3/SNAP23/PTGDR/VAMP8/HAVCR2/DNASE1/CAMP/TREX1/GATA2/PJA2/PYCARD/CD300A/ITGB2/PTGDS/MIF/KMT2E/RABGEF1/GAB2/UBD/ATM/ADAM9/FCGR3A/NAGLU/RORA",121
"West Nile","GO:0060326","cell chemotaxis","154/6513","328/18986",0.469512195121951,1.36867166230391,4.86692342574027,1.24655606018167e-06,3.57085206835896e-05,2.64727671218188e-05,"CCL8/TNFAIP6/CCL5/CCR7/STAP1/RIPOR2/CCL2/CCL7/PDE4B/IL23A/CXCL10/CXCL8/C5/LYN/SLAMF1/NEDD9/IL6/JAML/DPP4/CXCL2/FPR2/NOD2/CH25H/CXCL11/CXCL3/CCR5/CCL4/CCL3L3/CXADR/EDN1/CXCL9/CCL19/FFAR2/IL12A/CCL20/CCL3/DUSP1/ITGA9/CXCL12/VAV3/IL1B/ABCC1/CCR1/DOCK4/DAPK2/LEF1/IL16/HOXB9/CORO1A/CXCR1/PTPRJ/C3AR1/S100A8/PRKCD/ADAM17/HGF/PTK2B/RAC3/ADAM8/CREB3/CXCL1/SYK/ELMO2/SAA1/RPL13A/HMGB2/TRPV4/FLT1/ARRB2/WNT5A/MDK/CCL15/SRP54/CORO1B/PTK2/FGFR1/BIN2/VCAM1/GPR183/PRKD2/ANO6/PIP5K1A/LGMN/ADGRE2/BCAR1/C5AR2/GAB1/GAS6/CMKLR1/CYP19A1/TNFSF14/DDT/CSF1R/MAPK3/ENG/MET/PTPRO/AZU1/PRKCQ/NUP85/NCKAP1L/PIKFYVE/OXSR1/NR4A1/VEGFB/ANXA1/AKIRIN1/AIF1/CCRL2/APP/MCU/NINJ1/SLC8B1/CXCL16/XCR1/PADI2/CXCL13/CCR2/P2RX4/RAC2/RIN3/CAMK1D/ZNF580/MAPK1/SLAMF8/CCR3/CXCR2/SEMA5A/GREM1/PIP5K1C/CKLF/VEGFC/RAB13/CXCL5/ITGB2/PGF/TPBG/TNFRSF11A/LGALS3/DNM1L/BSG/MIF/S100A14/PLA2G7/LYST/CXCL17/CRKL/CCL23/GBF1/RPS19/TREM1/SBDS/VEGFA/EPHA2",154
"West Nile","GO:0031346","positive regulation of cell projection organization","168/6513","363/18986",0.462809917355372,1.3491339000321,4.853230176645,1.28745115994296e-06,3.67153482576592e-05,2.72191859425912e-05,"CCR7/RIPOR2/ENPP2/CFLAR/FZD4/SEMA4D/DAB2IP/LYN/NEDD9/EPHB2/BMPR2/CDC42EP2/P2RX7/CAMK1/RAPGEF2/FMR1/DEF8/KAT2B/CCP110/CCL19/CXCL12/CENPJ/COBL/MACF1/EZH2/TIAM2/RET/KAT2A/RUFY3/CUX2/SMURF1/RAB8B/WASL/NCK1/SLC30A1/PTK2B/ITGA2/SETX/ENTR1/BAIAP2/SKIL/AUTS2/SRC/NFE2L2/SEPTIN9/APC/RGS2/WNT5A/MDK/CORO1B/FGFR1/ITGA3/NPTN/CAMK2B/CBFA2T2/SHOC2/HDAC6/IST1/GOLGA4/ZMYND10/VIL1/FES/SCARB2/RALA/BBS4/ARSB/CARMIL1/STK24/CEP135/ENC1/SNX3/BCL11A/DISC1/ABL2/GSK3B/PLXNC1/L1CAM/DMD/MNS1/CDKL5/ABI2/KIDINS220/OBSL1/AKIRIN1/APBB1/SEMA7A/DHX36/PTPRD/PAFAH1B1/ELAVL4/IGF1R/RAB21/FBXW8/NTN1/TWF2/ROBO3/ROR1/GRIP1/ALK/CRABP2/TWF1/TBC1D24/ARF6/TGFBR1/FKBP1B/BRK1/RAC2/NDEL1/MEGF8/FN1/ATF1/CUL7/PUM2/CAMK1D/AVIL/DVL2/SEPTIN7/FUZ/FSCN1/AGRN/HSP90AA1/ACTR3/PLXNA2/BRAF/EP300/ARHGEF7/STK25/DVL1/AMIGO1/HRAS/METRN/SHOX2/SEMA5A/FYN/TRAK1/CHODL/APOE/MIEN1/EEF2K/ACTR2/ADNP/PIK3CA/DNM3/STYXL1/PLXNB2/MAP2K1/ROR2/GPC2/MIR221/ANAPC2/TGFB3/FZD1/GDI1/EIF4G2/NRDC/PTK6/FLNA/MAP2K2/DVL3/LRP8/WASHC5/ZMYND8/NCKAP1/RAB11FIP3/SCN1B/PFN1/VEGFA/CDC42EP4",168
"West Nile","GO:0034504","protein localization to nucleus","151/6513","321/18986",0.470404984423676,1.37127422605065,4.84778889130021,1.3737201995286e-06,3.90014428203942e-05,2.89139984920663e-05,"GBP2/PARP9/TOR1B/DTX3L/PML/KPNB1/PTGS2/SP100/ZC3H12A/POLA2/LMNB1/JAK2/ADAR/STAT3/LILRB4/TRAF3IP2/DCLK2/KPNA7/NFKBIA/TCF7L2/EDN1/CD2AP/XBP1/MORC3/PRICKLE1/PPP3CA/MSX1/PSEN1/BARD1/LATS2/PRKCD/SIN3A/NUP62/PKIG/TOR1AIP1/TOR1A/JUP/SRC/RPL23/IPO13/SYK/NUP153/JAK1/NUP98/CHCHD10/COL1A1/NFATC3/SPG11/KPNA1/DNAJB6/FAM53C/RPF2/BCL3/PIK3R2/NOL8/EIF4ENIF1/BANP/STK4/XPO1/MDM2/LATS1/AKIRIN2/PHB2/LRRK2/BBS4/NUP93/SUFU/CREBBP/NF1/TNPO1/NUTF2/TXN/TRIM28/STK3/KPNA5/SMAD3/ABCA7/TAF8/CTNNA1/GSK3B/NUP85/CIZ1/OTUD7B/PIKFYVE/CDKN1A/ATF2/TXNIP/HNRNPU/APPL1/MARK3/NUP50/NUP58/APP/PIN1/NOP53/PINX1/CTDNEP1/RRS1/SYNE1/HEATR1/PARP1/GLUL/TMEM147/XPA/CBLB/FERMT2/ARL2/HSPA8/BAG3/HSP90AA1/LAMTOR5/RBM22/RPL11/LMNB2/KPNA3/TOPORS/UFM1/TPR/EP300/EIF2AK3/KPNA2/DVL1/FAM53B/LIMK2/WWTR1/FYN/ZBTB16/TMEM201/PPP1R10/KPNA4/ZBTB7A/TMCO6/NUP188/CDK5/LMNA/NUP54/TSC2/RANGAP1/RGPD3/RANBP6/UBR5/CDK5RAP3/MBTPS1/RGPD4/CNEP1R1/CCT6A/FLNA/FBXO4/SESN2/MAVS/NUP107",151
"West Nile","GO:0097250","mitochondrial respirasome assembly","64/6513","114/18986",0.56140350877193,1.63654337748255,4.92585750619856,1.39098399562249e-06,3.93168396638783e-05,2.91478201970452e-05,"LYRM7/BCS1L/NDUFAF2/ATPAF2/UQCC5/NDUFB9/DMAC1/NDUFA9/NDUFAF8/FXN/NDUFS8/COA1/NDUFS7/SCO2/TAFAZZIN/NDUFB8/NDUFS3/NDUFB10/UQCC3/COA3/SDHAF1/PET100/ATP5F1D/TIMM21/NDUFA13/NDUFA2/OXA1L/FOXRED1/NDUFB7/HIGD2A/NDUFA3/NDUFS5/NDUFA6/UQCC2/NDUFA11/COA4/NDUFB1/ECSIT/RAB5IF/HIGD1C/TMEM186/NDUFAF4/COX14/NUBPL/SCO1/NDUFA10/COA8/NDUFB3/TMEM223/NDUFB11/HIGD1A/NDUFAB1/NDUFA8/NDUFC2/COA5/COX16/NDUFAF6/SURF1/DMAC2/NDUFB2/ND6/FASTKD3/STMP1/TMEM126B",64
"West Nile","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","209/6513","467/18986",0.447537473233405,1.30461330674181,4.81624891570798,1.42081246111801e-06,3.99830396547218e-05,2.96417123235332e-05,"NUB1/FBXO6/IFI27/PSMB9/PML/TRIM26/PELI1/N4BP1/PSMA4/ZNRF2/TRPC4AP/CEBPA/TRIM38/TRIB2/HSPA1B/PSMB8/TRIP4/HSPA1A/TLK2/ARRB1/AMBRA1/NHLRC3/UBXN2A/FBXO7/PRICKLE1/USP25/KLHL6/DESI1/CDK2/UBE2S/PSEN1/PLAA/CSNK1E/SMURF1/MTM1/PSMA2/UBXN11/PLK3/LRRC75A/DAB2/PSMA6/BIRC2/RFFL/UBE2D1/SIAH2/RYBP/RBCK1/NFE2L2/ANAPC15/TRIP12/APC/CUL1/UBXN7/DERL1/PSMA5/ARRB2/ANAPC7/CBFA2T3/BMAL1/UBR4/RNF34/FBXL14/XPO1/KBTBD2/RACK1/MDM2/UBR1/FAF1/AKIRIN2/UBE2A/LRRK2/UBR2/HFE/SMURF2/RNF4/HSP90AB1/PSMA3/SOCS7/USP5/SMAD7/PEX10/ARMC8/ELOB/TRIM28/RNF187/PSMF1/GSK3B/CDC27/PSMD12/CTNNB1/APPBP2/FBXL16/ASB1/KLHDC3/SIRT2/ARIH2/PSMC1/DTL/DDIT3/GSK3A/KLHL24/UBE2D3/ANAPC16/PSMC2/FBXO11/SIRT1/FBXW8/IVNS1ABP/KLHL5/NOP53/WAC/CCNF/KLHL22/KLHL28/ANAPC11/RNF126/NEMF/UBE2B/FBXL18/NPLOC4/GABARAP/PIAS1/KBTBD3/ASB2/FBXL2/PPP2CB/PSMA7/MTA1/FBXL15/USP9X/KLHL35/STUB1/PSMB2/ZNRF1/FBXO39/KLHL30/ITCH/KLHDC10/KCTD13/PSMB7/FHIT/RPL11/DCAF12/TOPORS/FBXL3/HSPBP1/SHARPIN/LTN1/PSMB10/ANAPC10/DVL1/USP38/KBTBD7/WWTR1/PPP2R5C/KLHL15/UBE2H/FAF2/KLHL17/VCP/TRIM13/PJA2/COP1/CDC34/SUMO2/TRIM39/RNF122/ZYG11B/RCHY1/VHL/OGT/TNFAIP1/FBXL6/TAF1/CSNK1A1/CSNK2A1/PEX12/ZER1/PSMD1/KCTD5/UBE2K/SOCS4/ANAPC2/FBXL5/ZFAND2B/DDRGK1/IPP/BBS7/UBR5/RNF10/GBA1/KLHL2/FBXO45/PANO1/PSMD11/ASCC3/PSMB6/DMAC2/FBXO4/NAGLU/PSMC6/RMND5B/ATXN3/GID4/KCTD2/CSNK2A2/SPSB3/DNAJB2/KBTBD6",209
"West Nile","GO:0015986","proton motive force-driven ATP synthesis","47/6513","77/18986",0.61038961038961,1.77934241407295,4.951648097356,1.43980106725776e-06,4.03079444514437e-05,2.9882582817626e-05,"NDUFV3/ATP5MC1/NDUFB9/NDUFA9/ATP5PO/NDUFS8/ATP5MC2/ATP5MF/NDUFS7/NDUFV1/ATP5ME/NDUFB8/NDUFS3/NDUFB10/ATPSCKMT/ANTKMT/ATP5F1D/ATP5MJ/NDUFA13/NDUFA2/SDHD/ND3/NDUFB7/NDUFA3/NDUFS6/NDUFS5/NDUFA6/ATP5IF1/NDUFA7/NDUFA11/ATP5MG/NDUFB1/ATP5MGL/ATP6/ATP5MC3/ATP6V1A/ATP5PD/NDUFA10/NDUFB3/ATP5F1E/NDUFB11/NDUFAB1/NDUFA8/NDUFC2/STOML2/NDUFB2/ND6",47
"West Nile","GO:0072594","establishment of protein localization to organelle","207/6513","462/18986",0.448051948051948,1.30611304862802,4.81333205150541,1.44497797109903e-06,4.03079444514437e-05,2.9882582817626e-05,"NEURL3/IL10RA/PML/TNFAIP3/KPNB1/PTGS2/ZC3H12A/LAMP3/POLA2/JAK2/MVB12B/ADAR/DNAJA1/STAT3/TRAF3IP2/KPNA7/ABLIM3/NFKBIA/SGTB/BCS1L/BRCA2/PINK1/XBP1/FZD5/FBXO7/SAMM50/PRICKLE1/HK2/PPP3CA/HSPA1L/RAB3GAP1/PSEN1/SMURF1/RAB8B/CACNG8/EDEM1/PRKCD/USP36/NUP62/PKIG/JUP/RPL23/DNAJC15/IPO13/SYK/NUP153/TOMM40/NUP98/TIMM44/TOMM40L/NFATC3/SPG11/PMPCA/TIMM50/SRP54/KPNA1/FAM53C/BCL3/UBAP1/UBL4A/PIK3R2/HSPA5/EIF4ENIF1/STK4/HAX1/NABP2/TRAM1/RNF31/VPS54/AKIRIN2/PHB2/GNPTAB/SCARB2/RALA/LRRK2/FIS1/NUP93/BBC3/SH3GLB1/SUFU/NF1/TNPO1/PEX14/GCC2/TOMM7/PEX10/NUTF2/TRIM28/STK3/KPNA5/SMAD3/DNLZ/NUP85/RUVBL2/CDKN1A/ATF2/TXNIP/ARIH2/APPL1/NUP50/TOMM22/VPS37B/DDIT3/NUP58/SNX16/GSK3A/RAB11A/SEC62/VPS28/TIMM21/PARL/UBE2D3/NDUFA13/TIMM13/BID/GDAP1/MTCH1/OXA1L/TIMM17B/LAMP5/GOLPH3/STAM2/IFT122/ATP5IF1/TRAM1L1/VPS13C/PAM16/NCOA4/NEDD4/BNIP3L/RAC2/TOMM6/CBL/SEC61A1/CBLB/RAB10/VPS37A/NIPBL/LMAN1/HSPA8/BAG3/PEX3/USP9X/LAMP2/HSP90AA1/MTX1/RBM22/TSPAN17/MAN1A1/TIMM8A/KPNA3/UFM1/TPR/EP300/NPEPPS/KPNA2/MAIP1/FAM53B/SPCS2/AP4M1/VPS25/PIK3R4/BECN1/VPS13D/PPP1R10/MVB12A/KPNA4/SRPRB/PEX19/VPS37C/M6PR/PRKAA1/TMCO6/MKLN1/NUP188/PEX6/TSPO/PEX12/LMNA/NUP54/TSC2/NAGPA/RGPD3/HERPUD1/ZFAND2B/RANBP6/UBR5/VPS41/ROMO1/LEPROT/MBTPS1/RGPD4/RAB4A/TSPAN10/CCT6A/SCRIB/FLNA/SRPRA/PEX13/UBE2L3/GET4/MAPK8/SNF8/CSNK2A2/IMMP2L/MAVS/NUP107",207
"West Nile","GO:1902107","positive regulation of leukocyte differentiation","99/6513","195/18986",0.507692307692308,1.47997023704071,4.8681846839224,1.48264465460206e-06,4.10005803186058e-05,3.03960733700371e-05,"IL15RA/CD80/IL4I1/SOCS1/TNF/IL15/RIPK1/IL23A/NFKBIZ/NEDD9/IL7/INPP5D/LILRB4/RIPK2/AXL/CYLD/CD101/TESC/RARA/IL7R/BTK/CCL19/AMBRA1/XBP1/CASP8/CCR1/HLA-G/LEF1/PPP3CA/RHOH/CTNNBIP1/IL12RB1/PTPRC/OCSTAMP/BTN2A2/RASGRP1/IL2RA/SHB/ADAM8/SYK/IL12B/MDK/BRD7/RB1/IL4R/NOTCH2/HAX1/FOS/FES/EEIG1/IL18/CD4/GAS6/SOX4/PBRM1/KITLG/MMP14/BRD2/NFKBID/PPP2R3C/NCKAP1L/ZBTB1/TNFSF9/CD83/LILRB2/ANXA1/TREM2/ZFP36L1/VSIR/FOXO3/SMARCA4/CREB1/BCL6/SOX13/NLRP3/SMARCD3/TRAF6/BAD/KLF10/CD86/RUNX3/DUSP10/ITPKB/IL1RL2/ARID1B/EP300/IL5/FOXP3/ZBTB16/GATA3/CD46/PHF10/CBFB/TNFRSF11A/ROR2/DDRGK1/CR1/CD27/STAT5B",99
"West Nile","GO:1903708","positive regulation of hemopoiesis","99/6513","195/18986",0.507692307692308,1.47997023704071,4.8681846839224,1.48264465460206e-06,4.10005803186058e-05,3.03960733700371e-05,"IL15RA/CD80/IL4I1/SOCS1/TNF/IL15/RIPK1/IL23A/NFKBIZ/NEDD9/IL7/INPP5D/LILRB4/RIPK2/AXL/CYLD/CD101/TESC/RARA/IL7R/BTK/CCL19/AMBRA1/XBP1/CASP8/CCR1/HLA-G/LEF1/PPP3CA/RHOH/CTNNBIP1/IL12RB1/PTPRC/OCSTAMP/BTN2A2/RASGRP1/IL2RA/SHB/ADAM8/SYK/IL12B/MDK/BRD7/RB1/IL4R/NOTCH2/HAX1/FOS/FES/EEIG1/IL18/CD4/GAS6/SOX4/PBRM1/KITLG/MMP14/BRD2/NFKBID/PPP2R3C/NCKAP1L/ZBTB1/TNFSF9/CD83/LILRB2/ANXA1/TREM2/ZFP36L1/VSIR/FOXO3/SMARCA4/CREB1/BCL6/SOX13/NLRP3/SMARCD3/TRAF6/BAD/KLF10/CD86/RUNX3/DUSP10/ITPKB/IL1RL2/ARID1B/EP300/IL5/FOXP3/ZBTB16/GATA3/CD46/PHF10/CBFB/TNFRSF11A/ROR2/DDRGK1/CR1/CD27/STAT5B",99
"West Nile","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","63/6513","112/18986",0.5625,1.6397397512667,4.90671407900234,1.53119796257477e-06,4.216074390055e-05,3.12561689365874e-05,"RIGI/OAS2/IFIH1/OAS3/OAS1/RIPK1/IL23A/IL6/JAK2/TLR3/NOD2/STAT3/EPHB2/TLR2/RIPK2/MYD88/LILRA5/BTK/CCL19/CCL3/TNFRSF8/FZD5/CD14/PSEN1/PTPRC/PTAFR/PTPRJ/ARID5A/ADAM17/NOD1/ADAM8/HLA-E/SYK/IL1A/IL12B/WNT5A/TICAM1/BCL10/TWIST1/TLR1/LRRK2/DDT/SELENOK/AZU1/APP/LY96/CARD9/CCR2/ARFGEF2/CD86/TMEM106A/MIR657/TLR4/SPN/MAPKAPK2/HAVCR2/DHX9/PYCARD/MIF/ARHGEF2/FCGR3A/SPON2/MAVS",63
"West Nile","GO:0010720","positive regulation of cell development","206/6513","460/18986",0.447826086956522,1.30545464255436,4.79231321596779,1.59713816253418e-06,4.34166494753496e-05,3.21872435140885e-05,"IL15RA/CD80/IL4I1/HAPLN3/SOCS1/TNF/IL15/RIPK1/FZD4/SEMA4D/IL23A/NFKBIZ/LYN/NEDD9/IL6/IL7/EPHB2/TLR2/BMPR2/INPP5D/LILRB4/RIPK2/AXL/CYLD/CD101/FMR1/TESC/RARA/IL7R/TNFRSF1B/BTK/CCL19/AMBRA1/SNW1/CXCL12/IL1B/XBP1/MACF1/LRP2/CASP8/CCR1/HLA-G/LEF1/PPP3CA/RHOH/RELA/TIAM2/RET/IL6ST/PRKCH/RUFY3/CTNNBIP1/IL12RB1/PTPRC/OCSTAMP/CUX2/SMURF1/BTN2A2/RASGRP1/IL2RA/LTA/SLC30A1/SHB/ADAM8/BAIAP2/SKIL/OLIG2/HIF1A/DMRTA2/RGS14/SYK/PROC/SHANK3/BCL2/IL12B/MDK/BRD7/RB1/NPTN/CAMK2B/IL4R/NOTCH2/HAX1/BMP2/FOS/BCAN/HDAC6/IST1/GOLGA4/FES/EEIG1/LIG4/IL18/CD4/GAS6/SOX4/GPER1/PBRM1/KITLG/SMAD7/MMP14/BRD2/NFKBID/PPP2R3C/BCL11A/ETV5/DISC1/PLXNC1/L1CAM/NCKAP1L/CTNNB1/QKI/ZBTB1/TNFSF9/CD83/SIRT2/LILRB2/ANXA1/TREM2/ZFP36L1/VSIR/CDKL5/FOXO3/RFX3/SMARCA4/OBSL1/CREB1/BCL6/SOX13/WDR62/SEMA7A/NLRP3/DHX36/PTPRD/PAFAH1B1/TP73/RAB21/FBXW8/NTN1/SPEN/TWF2/SMARCD3/CRABP2/TBC1D24/NKX6-2/MEGF8/GSX2/KRAS/FN1/TRAF6/CUL7/DAG1/BAD/KLF10/CD86/RUNX3/DUSP10/ITPKB/IL1RL2/DICER1/PLXNA2/SPINT1/BRAF/ARID1B/EP300/STK25/AMIGO1/NUMBL/MECP2/IL5/FOXP3/METRN/SHOX2/SEMA5A/CDH5/TRAK1/CHODL/ZBTB16/ELL3/VEGFC/EEF2K/ADNP/GATA3/CD46/PHF10/CBFB/TNFRSF11A/ADD1/PLXNB2/MAP2K1/TSPO/ROR2/MIR221/SLC7A5/RHEB/ANAPC2/DDRGK1/CR1/CD27/GDI1/STAT5B/EIF4G2/NRDC/MAP2K2/LRP8/VEGFA",206
"West Nile","GO:0009060","aerobic respiration","101/6513","200/18986",0.505,1.4721219100261,4.8502304401204,1.59719984763731e-06,4.34166494753496e-05,3.21872435140885e-05,"TNF/ME3/NUPR1/PINK1/PANK2/NDUFV3/NDUFB9/NDUFA9/HIF1A/DNAJC15/FXN/CHCHD10/TRPV4/CBFA2T3/ATP5PO/NDUFS8/ATP5MF/UQCR10/NDUFS7/NDUFV1/ATP5ME/TAFAZZIN/NDUFB8/UCN/NDUFS3/NDUFB10/DLD/SUCLG1/UQCC3/ATPSCKMT/ANTKMT/ATP5F1D/UQCRQ/MDH2/COX6B1/DLAT/NDUFA13/BID/NDUFA2/NOP53/OXA1L/SDHD/ND3/NDUFB7/COX3/ABCD1/COX4I1/NDUFA3/NDUFS6/UQCRC1/NDUFS5/NDUFA6/ATP5IF1/UQCC2/NDUFA7/NDUFA11/CSKMT/CYC1/ATP5MG/NDUFB1/BLOC1S1/UQCR11/ARL2/SIRT3/COX8A/ATP6/ACO1/UQCRB/IREB2/CYTB/ATP5PD/NDUFA10/IDH3B/NDUFB3/ATP5F1E/COX7C/VCP/FH/COX5B/NDUFB11/COX6C/NDUFAB1/NDUFA8/TMEM135/NDUFC2/AK4/MTFR1L/MTFR1/STOML2/COQ9/UQCRH/IDH3G/DGUOK/MLXIPL/SUCLA2/SURF1/NDUFB2/IDH1/COX2/IDE/ND6",101
"West Nile","GO:0031334","positive regulation of protein-containing complex assembly","101/6513","200/18986",0.505,1.4721219100261,4.8502304401204,1.59719984763731e-06,4.34166494753496e-05,3.21872435140885e-05,"GBP5/GBP2/ISG15/CCR7/TNF/DAB2IP/BCL2L11/BAK1/WARS1/CDC42EP2/HSPA1B/HSPA1A/MYD88/HIP1R/BTK/HCK/AMBRA1/RICTOR/PINK1/PRKCE/NCK1/ABCA1/PTK2B/WASHC2C/BAIAP2/DDX3X/TAL1/SRC/PDE4DIP/CSF3/SYK/RPS3/PLEK/MSN/VASP/CDKN1B/ATAT1/ABCA3/TRIM65/FMN1/GRB2/MLST8/FNIP2/RACK1/CLASP1/FAF1/FES/GIT1/BBC3/CARMIL1/SH3GLB1/MET/GSK3B/NCKAP1L/ICE1/MED25/NEK7/RAP1B/TRABD2A/TOGARAM1/BID/CXCL13/ARF6/BRK1/ATR/SLF1/PTPN22/FERMT2/ARL2/ZDHHC5/CLIP1/FSCN1/STUB1/SNX9/HSP90AA1/TLR4/CAND1/PPP2CA/MTLN/PSRC1/MECP2/IL5/FNIP1/CDH5/CDK5RAP2/VCP/EVL/PYCARD/GNL3L/LGALS3/USP50/HRK/ATM/MAPK8/PSMC6/NCKAP1/STMP1/PFN1/VEGFA/CDC42EP4/MAVS",101
"West Nile","GO:0071706","tumor necrosis factor superfamily cytokine production","98/6513","193/18986",0.507772020725389,1.48020260793678,4.845242194782,1.65583837327125e-06,4.46307828204925e-05,3.30873499504656e-05,"RIGI/OAS2/IFIH1/OAS3/OAS1/TNFAIP3/CD274/ZC3H12A/RIPK1/IL23A/SLAMF1/IL6/JAK2/LILRB1/CD47/TLR3/NOD2/STAT3/EPHB2/TLR2/LILRB4/RIPK2/AXL/ELF4/MYD88/LILRA5/RARA/BTK/CCL19/IRAK3/CCL3/TNFRSF8/FZD5/SELENOS/CD14/PSEN1/PTPRC/PTAFR/PTPRJ/ARID5A/ADAM17/NOD1/ADAM8/HLA-E/SYK/IL1A/CLEC4A/IL12B/ARRB2/WNT5A/TICAM1/BCL10/TWIST1/IGF1/CD33/BCL3/SYT11/TLR1/C5AR2/LRRK2/GAS6/DDT/SELENOK/AZU1/SIRPA/RAD21/TREM2/VSIR/APP/LY96/CARD9/CCR2/ARG2/ARFGEF2/PTPN22/CD86/TMEM106A/DICER1/MIR657/TLR4/ACP5/SPN/MAPKAPK2/FOXP3/HAVCR2/TREX1/DHX9/UBE2J1/PYCARD/TSPO/IL27RA/MIF/NFKBIL1/AKAP8/ARHGEF2/FCGR3A/SPON2/MAVS",98
"West Nile","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","98/6513","193/18986",0.507772020725389,1.48020260793678,4.845242194782,1.65583837327125e-06,4.46307828204925e-05,3.30873499504656e-05,"RIGI/OAS2/IFIH1/OAS3/OAS1/TNFAIP3/CD274/ZC3H12A/RIPK1/IL23A/SLAMF1/IL6/JAK2/LILRB1/CD47/TLR3/NOD2/STAT3/EPHB2/TLR2/LILRB4/RIPK2/AXL/ELF4/MYD88/LILRA5/RARA/BTK/CCL19/IRAK3/CCL3/TNFRSF8/FZD5/SELENOS/CD14/PSEN1/PTPRC/PTAFR/PTPRJ/ARID5A/ADAM17/NOD1/ADAM8/HLA-E/SYK/IL1A/CLEC4A/IL12B/ARRB2/WNT5A/TICAM1/BCL10/TWIST1/IGF1/CD33/BCL3/SYT11/TLR1/C5AR2/LRRK2/GAS6/DDT/SELENOK/AZU1/SIRPA/RAD21/TREM2/VSIR/APP/LY96/CARD9/CCR2/ARG2/ARFGEF2/PTPN22/CD86/TMEM106A/DICER1/MIR657/TLR4/ACP5/SPN/MAPKAPK2/FOXP3/HAVCR2/TREX1/DHX9/UBE2J1/PYCARD/TSPO/IL27RA/MIF/NFKBIL1/AKAP8/ARHGEF2/FCGR3A/SPON2/MAVS",98
"West Nile","GO:0071347","cellular response to interleukin-1","52/6513","88/18986",0.590909090909091,1.72255489021956,4.90924421545288,1.66418658330554e-06,4.46673272863689e-05,3.31144424515331e-05,"GBP2/ZBP1/GBP1/CCL5/CCL2/GBP3/CD40/ZC3H12A/DAB2IP/CXCL8/ACOD1/IL6/IL1RN/CD47/NFKB1/ANKRD1/MYLK3/IRAK2/NFKBIA/MYD88/EDN1/IRAK3/CCL3/IL1B/VRK2/OTUD4/RELA/TANK/IL1RAP/NKX3-1/HIF1A/SIGIRR/RC3H1/MAPK3/SIRPA/RPS6KA5/IRAK4/TNIP2/TRAF6/IL1RL2/HYAL1/KMO/TOLLIP/ZNF675/CAMP/USP10/PYCARD/MAPK13/IL1R2/MIR146A/HYAL3/RORA",52
